Question,Class
What is he doing now ?,DESC
Where did the term '' 69 '' come from ?,DESC
What is it like to experience a near death episode ?,DESC
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,DESC
How do I know someone is truly in love with me ?,DESC
What is literary criticism ?,DESC
How do you throw a housewarming party ?,DESC
What does the term 3 mean to a newspaper editor ?,DESC
What does Freddy Freeman say to become Captain Marvel Jr. ?,DESC
What is the distinction of Erle Stanley Gardner's The Case of the Terrified Typist ?,DESC
What is the origin of the word '' amen '' ?,DESC
What is limbo ?,DESC
What is a tonne ?,DESC
What is the Bernoulli Principle ?,DESC
What is difference between a poster and a print ?,DESC
What is false consciousness ?,DESC
How did the Great Depression affect Japan's history ?,DESC
What are some chemical properties of mendelevium ?,DESC
What is the origin of the word '' sideburns '' ?,DESC
What is a First World country ?,DESC
How does salt melt ice and snow ?,DESC
What does laser stand for ?,DESC
What is mandibulofacial dysostosis ?,DESC
What was the reason for the partition of the Anglican and Vatican churches ?,DESC
What is Butterfield 8 in Butterfield 8 ?,DESC
What is the origin of the candy cane at Christmas ?,DESC
What happens to used motor oil ?,DESC
How did the 7th inning stretch get started ?,DESC
How does the Elongated Man know a mystery is afoot ?,DESC
What is Boston Kreme ?,DESC
What is a swatch ?,DESC
What does Ouija mean ?,DESC
What steps can be taken to prevent diabetes ?,DESC
What were the first words spoken on a film sound track ?,DESC
Where did the saying '' rule of thumb '' come from ?,DESC
Why does sound travel quicker through water than air ?,DESC
What is the '' Global Economy '' ?,DESC
What is a caul ?,DESC
What does the theory of quantum leaps mean in simpler terms ?,DESC
What is a bone marrow transplant ?,DESC
What is the difference between a classical and an acoustic guitar ?,DESC
What is home banking ?,DESC
How do hermit crabs reproduce ?,DESC
How do you stop junk snail mail ?,DESC
What is hydroelectricity ?,DESC
How does an abacus work ?,DESC
What causes rust ?,DESC
What is splatterpunk ?,DESC
What is the orgin of xoxoxox ?,DESC
What is time ?,DESC
How do you get silly putty out of fabric ?,DESC
Why is the word '' abbreviation '' so long ?,DESC
What is a cake of soap ?,DESC
What are the lyrics to '' Smelly Cat '' ?,DESC
What are the requirements for becoming a citizen of Australia ?,DESC
What is idealab ! ?,DESC
What is Win Rah ?,DESC
Why is the moon different sizes and colors ?,DESC
How close a cousin was Franklin D. to Theodore Roosevelt ?,DESC
How do boats float ?,DESC
What is an urban legend ?,DESC
What is Smartnet ?,DESC
What is the purpose of the SysRq key on my computer keyboard ?,DESC
How do you find out what is allowed to claim as a contibution for income tax purposes ?,DESC
How do you build a solar car for a high school experiment ?,DESC
What is the feudal system ?,DESC
What is the main application of sodium hydrosulfite ?,DESC
What do pointed letters mean to a handwriting analyst ?,DESC
What is the origin of the name Igor ?,DESC
What is the difference between a college and a university ?,DESC
What are the limits to '' cls-defense ? '',DESC
How can I get my product licensed by the NBA ?,DESC
What effect does a prism have on light ?,DESC
What is software piracy ?,DESC
How do you calculate the change in enthalpy of a chemical reaction ?,DESC
What are some children's rights ?,DESC
How is the element strontium purified ?,DESC
How did Peabody and Sherman travel through time ?,DESC
How do you make dumplings ?,DESC
What is the meaning of the name Kathryn ?,DESC
What should you do for an ankle sprain ?,DESC
What is thermal equilibrium ?,DESC
What is the origin of the typing practice sentence '' Now is the time for all good men to come to the aid of their country '' ?,DESC
How is an executioner determined ?,DESC
What is the medical condition of hypertension ?,DESC
What is Doegs ?,DESC
How do I find if my relatives were on the Trail of Tears ?,DESC
How do you select wine ?,DESC
What is infomatics ?,DESC
What is the purpose of BIOS ?,DESC
Why did the Shea & Gould law firm leave Los Angeles ?,DESC
What is a pig in a poke ?,DESC
What is a cullion ?,DESC
What are the most common causes of death in the U.S. ?,DESC
What is barnstorming ?,DESC
What was the importance of Magellan ?,DESC
What do I have to do to get good grades in school ?,DESC
What is the origin of the term '' buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,DESC
What type of childhood did Jules Verne have ?,DESC
What is a leper ?,DESC
What are the '' Star Wars '' satellites ?,DESC
What is a philanthropist ?,DESC
What is a portal ?,DESC
How do websites like Yahoo and Excite make money ?,DESC
How do they produce vitamins ?,DESC
What does idle mean ?,DESC
What is a serigraph ?,DESC
What is the meaning of '' subaru ? '',DESC
What is endometriosis ?,DESC
What is a geoscientist ?,DESC
From what cause does tuberculosis stem ?,DESC
What is the VDRL test of blood ?,DESC
Why is hockey so violent ?,DESC
What is a leaky heart valve ?,DESC
How can I give myself a French manicure ?,DESC
What is the definition of the Scrabble word ' syzygy ' ?,DESC
How does the car in '' Christine '' become possessed ?,DESC
What are the Low Countries ?,DESC
Why do people shake hands to show friendliness ?,DESC
Why do they call it a '' funny bone '' ?,DESC
What exactly is radiation ?,DESC
What does a red flag mean in auto racing ?,DESC
What is osteichthyes ?,DESC
How do you do a topic outline ?,DESC
How can a foreigner get a U.S. Social Security card ?,DESC
What does the term glory hole mean ?,DESC
What's the staff of life mentioned in the Lord's Prayer ?,DESC
What do you need to do to marry someone in jail ?,DESC
How does marl form and what mineral does it contain ?,DESC
How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,DESC
What do insects do through their spiracles ?,DESC
What is the origin of Boxing Day ?,DESC
What was the rallying cry of the early American revolutionaries ?,DESC
What are the short- and long-term effects of underage drinking ?,DESC
What's the claim to fame of night watchman Frank Wills ?,DESC
What is a bone marrow transplant meant for ?,DESC
What does the name Calder mean ?,DESC
How can I gain access to a spy satelite ?,DESC
What is Archimedes famous for ?,DESC
What is cunnilingus ?,DESC
What is object-oriented design ?,DESC
Why does a woman have to be a virgin to be a nun ?,DESC
How does food color affect how you think it will taste ?,DESC
What does verdandi mean ?,DESC
What is the origin of '' barbeque '' ?,DESC
How do you clean badly tarnished brass ?,DESC
How can you define time ?,DESC
How is plastic made ?,DESC
How do ants have sex ?,DESC
What is a nematode ?,DESC
What is the meaning of '' CPR '' ?,DESC
What is capitalism according to Max Weber ?,DESC
Why do oceans contain salt water instead of fresh water ?,DESC
What does the word affiant mean ?,DESC
How do they type Chinese characters on a keyboard ?,DESC
What does the word terrorism mean ?,DESC
What does N est-ce pas mean ?,DESC
What is the origin of the word '' tampon '' ?,DESC
How can I get a CCT diagram ?,DESC
What is a plant supplement ?,DESC
How do you do a bibliography page ?,DESC
What is an ecological niche ?,DESC
Where did the term fireplug come from ?,DESC
What facial feature did Walt Disney sport that none of Disney's employees is allowed to ?,DESC
How do vending machines tell if your dollar is a 1 or a 5 ?,DESC
What is a drought ?,DESC
What are the benefits of home school ?,DESC
How do companies cut paper so thin ?,DESC
What is '' the computer for the rest of us '' ?,DESC
What nuclear process takes place in an H-bomb ?,DESC
What is office automation ?,DESC
What does Lloyd's Lutine Bell announce ?,DESC
What is '' cat scratch fever '' ?,DESC
How do wasps make their nests ?,DESC
How come a doughnut has a hole in it ?,DESC
What happened to Pompeii ?,DESC
What is the definition of a witch ?,DESC
What are the cookies in Internet ?,DESC
What is the difference between molecules and compounds ?,DESC
Why are so many umbrellas black ?,DESC
What is the difference between fatalism and determinism ?,DESC
How do cameras take pictures ?,DESC
Why is Microsoft's Windows 3 such a successful computer program ?,DESC
What is the origin of U.S. Army sergeant's stripes ?,DESC
What is proposition 98 about ?,DESC
Why does a candle go out when we blow on it ?,DESC
What makes salt ?,DESC
Where does the expression '' cloud nine '' come from ?,DESC
What is lung cancer ?,DESC
Why were red M&Ms discontinued then brought back ?,DESC
What causes an earthquake ?,DESC
What does '' saute '' mean ?,DESC
Why did the Aztecs first think the Spanish were Gods ?,DESC
What are the rules to '' snow golf '' ?,DESC
What is ouzo ?,DESC
What is making love ?,DESC
Why are peanut butter cookies topped with crisscrosses ?,DESC
What is a urologist ?,DESC
What qualifications are there for individuals donating blood ?,DESC
What is the history of the hairdryer ?,DESC
What happened in the city of Dogtown in 1899 ?,DESC
How do you make a million bucks ?,DESC
What is the definition of spamming ?,DESC
What was the infamous feat of Germany's U-2 submarine ?,DESC
Why do many Native American students not complete college ?,DESC
How does a bill become law ?,DESC
What is a disaccharide ?,DESC
Colin Powell is most famous for what ?,DESC
How do you buy stocks ?,DESC
What does appropriates money mean ?,DESC
How did former WWF wrestler Rick Rude die ?,DESC
What is a '' False Moon '' ?,DESC
How can I get rich quick ?,DESC
How is the word ' qigong ' pronounced ?,DESC
What is a '' repeating voter '' ?,DESC
What are dingoes ?,DESC
How can I get someone's email address ?,DESC
How did P.T. Barnum bill the diminutive Charles S. Stratton ?,DESC
What are pomegranates ?,DESC
Why do pharmacists work on raised floors ?,DESC
How do they find an epicenter ?,DESC
What did Cool Hand Luke go to jail for ?,DESC
What was the V-8 Juice slogan : '' the tastebud '' ?,DESC
What makes you fat ?,DESC
How do I know if I 'm jealous of someone ?,DESC
How does James Bond like his martinis ?,DESC
What is a wet dream ?,DESC
What happened to Pepsi Clear ?,DESC
What is a Mexican hairless ?,DESC
How did Socrates die ?,DESC
How can scientists predict weather by observing clouds ?,DESC
What is the origin of the expression '' four-letter word '' ?,DESC
What is the difference between a board of directors and an advisory board ?,DESC
What is the cultural origin of the ceremony of potlatch ?,DESC
What is the origin of the word nevermind ?,DESC
What is power steering ?,DESC
How does a chick breathe inside an egg ?,DESC
How do you dunk ?,DESC
How do plants make food ?,DESC
How did the Hohenzollerns build their power around 17 ?,DESC
How do I find a snowboarding website ?,DESC
Why do movie and TV stars get paid so much ?,DESC
What is a turnkey contract ?,DESC
What are people doing to help prevent the extinction of birds ?,DESC
Why is the mile 528 feet ?,DESC
How is carbon dioxide removed from natural gas ?,DESC
How does the Nintendo '' Zapper '' work ?,DESC
What is InterLata Internet service ?,DESC
What is the '' fourth dimension '' ?,DESC
What is '' alternative '' anymore ?,DESC
Why do they call a hamburger a hamburger when there is no ham ?,DESC
What is a biologist ?,DESC
What revelation did Alexander Butterfield make to the Senate Watergate committee ?,DESC
How can I get started in writing for television ?,DESC
How do you get a pointsettia to turn red ?,DESC
How can I get in touch with Michael Moore of '' Roger & Me '' ?,DESC
How is ' qigong ' properly pronounced ?,DESC
What is a '' node '' in computer terms ?,DESC
What is the origin of the word Marijuana ?,DESC
How can SQL queries be improved ?,DESC
How do you make a computer chip ?,DESC
What is Linux ?,DESC
What is agent orange ?,DESC
Why shouldn 't you remove a bee stinger with tweezers ?,DESC
Why did Europeans first come to Australia and Oceania ?,DESC
What did the Confederate Constitution say about slavery ?,DESC
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,DESC
How effective are condoms in protecting against AIDS ?,DESC
