Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,WHAT,WHO,WHOM,WHOSE,WHY,WHERE,WHEN,WHICH,HOW,Root_POS
NUM,What,np,1,0,0,0,0,2,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,2,2,2,2,3,2,3,3,VBZ
NUM,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
NUM,How,np,0,0,0,0,0,3,3,3,4,3,4,3,3,1,VB
ENTY,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBD
NUM,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
HUM,Who,ROOT,0,0,0,0,1,2,0,1,2,1,3,2,3,2,VBZ
NUM,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,1,2,3,1,3,2,2,3,VBD
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
DESC,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
NUM,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
HUM,Who,ROOT,0,0,1,0,0,3,1,2,3,2,4,3,4,3,VBD
NUM,What,ROOT,0,0,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
NUM,What,ROOT,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
DESC,Why,ROOT,0,0,0,0,1,2,1,2,3,0,3,2,3,3,VBP
ENTY,What,np,1,0,0,0,0,2,2,2,3,2,3,2,2,3,VBD
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,How,advmod,0,1,0,0,0,4,3,3,4,3,5,4,5,1,NN
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,What,ROOT,0,1,0,0,0,2,3,3,4,3,3,3,4,3,VBZ
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBP
DESC,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
NUM,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBP
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,When,aux,0,1,0,0,0,3,3,3,4,3,3,1,4,3,VB
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,RB
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBP
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
HUM,Who,ROOT,1,0,0,0,0,3,1,2,3,2,4,3,4,3,VBD
HUM,Who,ROOT,0,1,0,0,1,2,0,1,2,1,3,2,3,2,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
HUM,Who,ROOT,0,1,0,0,1,3,2,3,4,2,4,3,4,3,VBD
NUM,How,acomp,0,1,0,0,0,3,3,3,4,3,4,3,4,1,VBD
NUM,When,ROOT,1,0,0,0,0,2,2,2,3,2,2,0,3,3,VBD
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
HUM,Who,ROOT,1,0,0,0,0,4,2,3,4,3,5,4,5,3,VBD
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,1,2,3,1,3,2,3,3,VBD
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VBZ
NUM,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,3,3,VBZ
HUM,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VBG
NUM,When,ROOT,0,0,0,0,0,2,2,2,3,2,2,1,3,3,VBZ
ABBR,What,ROOT,0,1,0,0,0,2,3,3,4,2,4,3,4,4,VBZ
NUM,How,advmod,0,1,0,0,0,3,3,3,4,3,4,3,4,1,VBZ
LOC,What,np,0,0,1,0,0,1,2,2,3,2,3,2,3,3,VBN
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,1,0,0,0,4,4,4,3,4,1,3,4,5,VBZ
NUM,When,ROOT,0,1,0,0,0,3,3,3,4,3,4,2,4,4,VBD
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
HUM,Which,np,0,1,1,0,0,3,2,2,2,3,3,3,1,3,VBD
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBZ
ABBR,What,aux,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VB
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBP
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,1,2,3,1,3,2,2,3,VBZ
HUM,Who,ROOT,0,0,0,1,0,3,1,2,3,2,4,3,4,3,VBD
NUM,When,ROOT,0,0,0,0,1,2,2,2,3,2,2,1,2,3,VBD
LOC,What,ROOT,0,1,0,0,1,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBD
DESC,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,1,0,1,3,3,4,3,4,3,4,4,VBN
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBN
DESC,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,auxpass,1,0,0,0,0,3,3,3,2,3,0,2,3,4,VBN
HUM,Who,ROOT,0,1,0,0,1,2,1,2,3,1,3,2,3,3,VBD
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,When,ROOT,0,0,0,0,0,2,2,2,3,2,2,0,3,3,VBZ
ABBR,What,aux,0,0,0,0,0,2,3,3,4,3,3,3,4,4,VB
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,3,2,3,4,2,4,3,4,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,Which,np,0,0,0,0,0,4,4,4,4,4,4,4,2,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,3,2,3,4,2,4,3,3,3,VBZ
ENTY,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,JJ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
HUM,Who,ROOT,1,0,1,0,1,3,2,3,4,2,4,3,4,3,VBD
NUM,When,ROOT,0,1,0,0,0,3,3,3,4,3,3,1,4,3,VBZ
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
NUM,When,ROOT,1,0,0,0,0,3,3,3,4,3,3,2,4,3,VBD
NUM,How,acomp,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
NUM,When,auxpass,0,0,0,0,0,2,2,2,3,2,2,0,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,1,0,0,1,4,4,4,3,4,1,3,4,4,VBD
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,2,3,VBZ
HUM,What,aux,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
NUM,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VBP
HUM,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBN
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBP
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBP
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VB
NUM,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VB
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,Which,np,0,1,0,0,0,3,3,2,3,3,3,3,1,4,VBD
ENTY,What,ROOT,0,1,0,0,1,1,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBN
NUM,How,advmod,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
NUM,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,NN
NUM,How,np,0,0,0,0,0,3,2,2,2,3,3,3,4,1,VBZ
HUM,Who,ROOT,0,1,0,1,0,3,1,2,3,2,4,3,4,2,VBD
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
NUM,How,amod,0,0,0,0,0,3,2,2,3,3,4,3,4,1,NNS
ENTY,What,ROOT,0,0,0,1,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
ABBR,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ABBR,What,aux,0,0,0,0,0,2,3,3,4,3,4,3,3,3,VB
ABBR,What,aux,1,1,0,0,0,1,2,2,3,1,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,NN
ABBR,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,aux,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
ABBR,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ABBR,What,aux,0,0,0,0,0,1,2,2,2,2,3,2,3,3,NNP
ABBR,What,ROOT,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
ABBR,What,ROOT,1,0,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
ABBR,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ABBR,What,ROOT,0,0,0,0,0,2,2,2,3,1,3,2,3,3,VBZ
ABBR,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
ABBR,What,ROOT,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ABBR,What,aux,0,1,0,0,0,1,2,2,3,2,2,2,3,3,VB
ABBR,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ABBR,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,aux,0,0,0,0,0,2,2,2,2,2,2,2,3,3,VBN
ABBR,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ABBR,What,aux,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ABBR,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ABBR,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,NN
ABBR,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
ABBR,What,ROOT,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ABBR,What,aux,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VB
ABBR,What,aux,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,0,0,0,0,2,3,3,4,3,4,3,3,4,NN
ABBR,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,2,3,3,3,3,4,3,4,3,VB
ABBR,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,NN
ABBR,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ABBR,What,aux,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VB
ABBR,What,aux,0,0,0,0,0,2,3,3,3,3,4,3,4,3,VB
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,ROOT,0,1,0,0,0,2,3,3,4,2,4,3,4,4,VBZ
ABBR,What,aux,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VB
ABBR,What,aux,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VB
ABBR,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ABBR,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ABBR,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,IN
ABBR,What,aux,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VB
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ABBR,What,aux,0,0,1,0,0,1,2,2,3,2,2,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,2,3,3,3,3,4,3,4,4,VB
ABBR,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ABBR,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ABBR,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBP
ABBR,What,aux,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VB
ABBR,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ABBR,What,aux,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VB
ABBR,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
ABBR,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,How,aux,0,1,0,0,0,3,3,3,4,3,4,3,3,2,VB
DESC,How,aux,0,0,0,0,0,3,3,3,4,3,4,3,4,1,VB
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBP
DESC,Why,ROOT,0,0,0,0,0,3,2,3,4,1,4,3,4,3,VB
DESC,What,ROOT,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBD
DESC,What,ROOT,0,1,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,aux,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
DESC,How,aux,0,1,0,0,0,3,2,2,3,3,4,3,4,0,VB
DESC,How,aux,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
DESC,How,aux,0,0,0,0,0,3,2,2,2,3,3,3,4,1,VB
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,Where,aux,0,0,1,0,0,3,3,3,2,3,0,2,3,4,VBN
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,2,2,3,1,3,2,3,3,VBZ
DESC,Why,aux,0,0,0,0,0,3,2,3,4,2,4,3,4,3,VB
DESC,What,auxpass,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBN
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
DESC,How,aux,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VB
DESC,How,aux,0,1,0,0,0,4,3,4,5,3,5,4,5,2,VB
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
DESC,What,aux,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
DESC,How,aux,0,0,0,0,0,4,3,3,4,3,5,4,5,2,VB
DESC,Where,np,0,0,0,0,0,3,3,3,3,3,2,2,3,4,VB
DESC,What,aux,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VB
DESC,How,ROOT,1,0,0,0,0,3,3,3,4,3,5,4,5,2,VBZ
DESC,How,aux,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VBP
DESC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,How,ROOT,0,0,0,0,0,3,3,3,4,3,4,3,4,2,VBD
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
DESC,How,np,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBP
DESC,Where,aux,1,0,0,0,0,3,3,3,2,3,1,2,3,4,VB
DESC,Why,aux,0,0,0,0,0,4,3,4,5,2,4,4,5,3,VBP
DESC,Why,aux,0,0,0,0,0,2,1,2,3,1,3,2,3,3,VB
DESC,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
DESC,What,aux,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VB
DESC,How,aux,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
DESC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
DESC,How,aux,1,0,0,0,0,3,2,2,3,3,4,3,4,1,VB
DESC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,How,aux,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VB
DESC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,0,0,1,0,1,3,3,4,3,4,3,4,4,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
DESC,How,aux,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,1,0,0,0,0,2,2,2,3,2,2,2,3,3,VBD
DESC,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,3,4,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
DESC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
DESC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,1,0,0,1,1,2,2,3,2,3,2,3,3,VBZ
DESC,How,aux,1,0,0,1,0,4,3,3,4,3,5,4,5,1,VB
DESC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
DESC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
DESC,How,aux,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VB
DESC,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
DESC,How,aux,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VB
DESC,Why,ROOT,0,0,0,0,0,2,1,2,3,1,3,2,3,3,VBZ
DESC,How,aux,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
DESC,How,auxpass,0,0,0,0,0,3,3,3,4,3,4,3,4,2,VBN
DESC,How,aux,0,0,0,0,0,4,3,3,4,3,5,4,5,1,VB
DESC,How,ROOT,0,0,0,0,0,3,3,3,4,3,4,3,4,1,VBZ
DESC,How,aux,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VB
DESC,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
DESC,What,aux,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VB
DESC,How,acomp,0,0,0,0,0,3,2,2,3,3,4,3,4,0,VBZ
DESC,How,ROOT,0,0,0,0,0,4,3,3,3,3,4,3,5,2,VBZ
DESC,What,ROOT,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
